Book_Title,Author,Rating,Reviewer,Review_Text,Positive_Score,Negative_Score,Positive_Words,Negative_Words,Book_URL,Cover_URL
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Sava (Fang Runin’s version),2 “Suzanne Collins only writes when she has something to say”,0.0,0.0,,,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,anh,5 stars!   “They will not use my tears for their entertainment.”,0.179,0.0,,tears,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,s.penkevich,"More like Sunrise on the WEEPING am I right!? A prequel of pain and punishment in Panem, Sunrise on the Reaping brings the blood, brutality, and betrayal of the Capitol’s games back for another thrilling and utterly chilling edition of Suzanne Collin’s The Hunger Games series. Haymitch has always been my favorite and so I had high hopes for this installment. Dear Suzanne Collins, you delivered and more. Collin’s series signature critiques of propaganda, oppression and rule by fear and force come screaming through this novel where winning isn’t surviving. it’s just a different way to die.’ Set about 40 years after the events of The Ballad of Songbirds and Snakes yet with 24 years still to come before Katniss first steps into the arena in The Hunger Games, Sunrise unveils the tale of Haymitch Abernathy as he is plunged into a fight for his life in the 50th Hunger Games. The return of familiar characters from a new vantage point—Haymitch is 16 and ‘not a drinker’ at the outset of this novel—allows even stories we thought we knew a chance to reveal that Katniss and the reader’s knowledge of the past was largely filtered through government propaganda and the truth is much more horrifying. There is certainly a lot more reaping than sowing here, and though this novel seems rather hit or miss with fans I found this to be a page-turner of dark excitement and dystopian social criticism that draws us into an unsettling feeling of complicity in the violent voyeurism of The Games that, for all the brutal bleakness, manages to center the fragile humanity and will to endure in a way that keep the story from collapsing under the weight of burdens already well-trod in the series. A fast-paced and fun return to the gruesomeness of Collin’s dystopian vision, this is an excellent new chapter where moments will make you feel as if your ‘ heart breaks into fragments so small it can never be repaired,’ and Collin’s shows she still has the power to move audiences in new and surprising ways. Because you will never think of squirrels the same again. Sorry.",0.115,0.147,"like, thrilling, favorite, hopes, Dear, novel, winning, chance, truth, certainly, novel, excitement, feeling, fun, excellent, surprising","WEEPING, pain, punishment, betrayal, chilling, Hunger, fear, screaming, Hunger, fight, Hunger, propaganda, miss, criticism, violent, brutal, collapsing, burdens",https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
Great Big Beautiful Life,Emily Henry,4.16,Clace,"4.25! “It’s yours,” he offers. I laugh. “Oh? I can have the world?” “Mine,” he says, “yeah. You can have mine.”",0.191,0.0,,,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,Fairuz ᥫ᭡.,"Oh Emily… what are we doing here?? Got my hands on a pre-release (!!!), was fully prepped to be obsessed, and instead I was sitting there like—hello?? romance? anyone home?? First of all: STOP. MISGENRING. BOOKS.",0.088,0.158,,,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,chan ☆,"jesus this was not my cup of tea. not romantic AT ALL and the story within a story was so so boring. it had TJR vibes but again, the interview bits were dull 🥲 also if this wins the choice award this year, i will never forgive yall",0.182,0.161,"romantic, wins, award, forgive",dull,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,Lala BooksandLala,...oh,0.0,0.0,,,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,B.K. Borison,"There was a point when I was reading this where I had to put the book down and physically pace but I was on an airplane, so I walked up and down the aisle like a caged animal. HAYDEN!!!! ALICE!!!!! I love them.",0.231,0.0,"like, love",,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,emma,life is just the great big beautiful wait between emily henry releases (review to come / thank you to libro.fm for the alc!!!),0.375,0.0,"great, beautiful, thank",,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,cossette,reheating evelyn hugo's nachos,0.0,0.0,,,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,Emmy Rosam,"(official rtc)but I am spiralling after reading this. The setting and descriptions are sooo classic EmHen but this was so different to her other books (80% plot, 20% romance) and I low key ate it up. Personally loved it. Potentially one of my favourites???",0.121,0.055,loved,low,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,Jessica Joyce,"If anyone saw a girl crying in her car as she passed exit 428 on the 5 freeway today, that was me listening to Julia Whelan read the last sentence of this book. Thank god for Emily Henry’s great big beautiful words. I will be back at some point to talk about the way EmHen absolutely bodied the craft of weaving together, like, six different character arcs into that spectacular conclusion but for now I’m going to lay on the floor and stare at the ceiling and think about my life.",0.13,0.022,"freeway, sentence, Thank, god, great, beautiful",crying,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,Rowan," 2.5 stars.         “Love isn't something you can cup in your hands, and I have to believe that means it's something that can't ever be lost.”",0.0,0.0,,,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,chloé ✿,"first and foremost, i respect Emily Henry for doing something new. this was less rom-com than one would typically expect from her, which will be great for some and a disappointment for others. to be honest, i went into this with relatively low expectations. as someone who didn’t love either of EH’s last two releases (funny story + happy place) and rated them more generously than i actually felt, i didn’t expect much. overall, this was fine.",0.257,0.06,"respect, great, love, happy, generously","disappointment, low",https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,ଘRory (Break till june)," “      ’ ,               .             ’ ,           .”",0.0,0.0,,,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,Paige (semi-hiatus),4.5 stars   I knew she wouldn’t fail me  I’m so glad I mostly avoided gr and got to enjoy this in peace ,0.333,0.194,"glad, enjoy, peace","fail, avoided",https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,Eden Yonas,"I personally think…the haters are tripping! This was a beautiful mix of a sweeping, unexpected romance and a tale of generational trauma; how we rely too much on time to do the hard work for us. It was brief and it was beautiful indeed! 4.25 stars!!",0.225,0.132,"beautiful, romance, beautiful","haters, hard",https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,anh,"4 stars   “I think you live in a world that’s more interesting than the one most people live in,” he says, and just as my heart starts to sink with disappointment, with a kind of loneliness, he adds, “and I wish I could live in it too.”",0.114,0.128,"interesting, kind, wish",,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,ellen,2.5 oh no,0.0,0.524,,no,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,Yana,"No, just no",0.0,0.815,,no,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,Lilyya ♡,"sobbing… with actual hiccups. a freaking masterpiece, if you’d asked me.",0.275,0.188,,freaking,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,Maren’s Reads,"Alice Scott dreams of one day being a celebrated writer. Pulitzer Prize-winning biographer Hayden Anderson already is. When the two compete for the chance to write the history of celebrity heiress Margaret Ives, a woman who has been missing for decades, they have no idea the repercussions Margaret, her story, and the competition will have on their own lives. I admit that when I started this book, I felt completely thrown off by how different it is from EmHen’s previous books. I went in expecting a romcom that would grab me immediately and never let me go. What I ended up getting was very different. And yet, by the time I reached the final page, I loved it all the same.",0.126,0.036,"dreams, celebrated, chance, admit, reached, loved","missing, no",https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,leah,"one thing i’ve always enjoyed about emily henry’s romances is that they are not strictly romances. in each of her books, she weaves in an equally as compelling story between the main romance plot. in great big beautiful life, this takes the form of margaret ives, a once so-called ‘tabloid princess’ turned reclusive octogenarian who’s finally ready to divulge the secrets of the rich and famous ives family. our protagonist alice scott finds herself on a small island in georgia with the hope of being the writer to pen the book about margaret’s life, only to realise she’s not the only writer chasing the story.",0.246,0.0,"enjoyed, romances, compelling, romance, great, beautiful, ready, rich, hope",,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,Bailee Latham,4.5 stars This. Was. Amazing. RTC,0.432,0.0,,,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,manas,AVERAGE BBL. buddy read with meagan! 🩷,0.0,0.0,,,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,April (catching up),˚ʚɞ˚ Pre-read It's time to start one of my most anticipated reads of the year! Hoping it's a good vacation pick 🤞🧡,0.24,0.0,"Hoping, good",,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,Melanie,"ARC provided by the publisher via Libro.fm i hate comparing books with similar stories, because no author owns a concept, but my true, very basic thoughts upon finishing this book is that this is a not as good version of evelyn hugo. and i really hate saying that, i really do, like it pains me to type it, but it’s the truth.",0.137,0.21,"good, like","hate, no, hate, pains",https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,sonia,"5 stars  . ⊹  ₊ ˑ   “When I let myself dream,” he murmurs against my ear, “or it all comes crashing down—it’s Alice, Alice on my mind. Alice all the time.”",0.0,0.0,,,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,elle,it's that time of the year where i desperately on my knees beg for the emily henry arc,0.0,0.14,,desperately,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,summer⁎ ˚ ˚୨୧⋆｡˚ ⋆,"3 lukewarm, undercooked stars Thank you Berkley for the arc!",0.259,0.0,Thank,,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,Ri ♡,"6 am and i hadn’t slept a wink bcs i was binge reading it the entire night, giggling and swooning over alice & hayden, crying for margaret, for the life she was born into, but, yes, emily henry did it AGAIN! also that epilogue 🥺‍🩹 it healed all the broken parts. mother is back, so i’m locking myself in to finish another summer masterpiece 🧡",0.157,0.087,"giggling, masterpiece","crying, broken",https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,naz,"“  ’  ,”  ,  ,  . “       ’         ,”  ,          ,     ,  , “        .”    . “’   .” “’  ,”  . It made me cry which means 5 stars, period.  That's my review, thanks for coming ",0.116,0.124,thanks,cry,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
Great Big Beautiful Life,Emily Henry,4.16,Roxy,"3.75 stars <3 Not my favorite, but I loved it, which, of course, how could I not? It's Emily, and I love almost all of her work. The story was pretty straight forward, I enjoyed Alices fresh character and her optimism, I liked Haydens initial brooding personality but especially that his character was quick to open up and develop instead of wasting time going back and forth on him being an asshole, his character felt completely natural and a perfect fit for a rom com lead. I enjoyed the little plot twist at the end as well, wasn't expecting that tbh. Overall, it felt somewhat like a short story, not that I'm complaining.",0.403,0.035,"<3, loved, love, pretty, straight, enjoyed, fresh, liked, brooding, natural, perfect, fit, enjoyed, like",wasting,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595.jpg
The Crash,Freida McFadden,3.73,Clace,2.75!  Where the fuck do I even start-,0.0,0.387,,fuck,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,shanayaa,"   2/5 stars  I’ve always been a fan of Frieda’s books, and I was so sure I’d love this one too, until I actually finished it. Honestly, this book felt like a repeat of The Boyfriend, her last release. I was beyond excited when I started it, but by the end, I was so disappointed. The entire story felt like a chaotic nightmare that led to a mediocre and predictable conclusion.",0.196,0.127,"fan, sure, love, like, excited, like",chaotic,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,chloé ✿,i’m not even going to sugarcoat it — this book was horrendous  minus half a star for ‘Little Tuna’ 🥴,0.0,0.192,,horrendous,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Kail Lowry,I would love to see this as a tv show/movie. I liked it a lot - a little bit repetitive & slow in the middle but I stayed engaged & would recommend to anyone looking for a quick read or to get out of a reading slump.,0.259,0.031,"love, liked, engaged, recommend",repetitive,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Delaney,The amount of times “tuna” was written in this book should be illegal,0.0,0.231,,illegal,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Larissa Cambusano,what in the fuck was that.,0.0,0.412,,fuck,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Sydney Books,"Not the worst book I’ve ever read, quick and bingeable for sure. I really loved the first half but it ended up being pretty tame and predictable for a Freida book. Twists weren’t really twisting enough for me.",0.25,0.0,"loved, pretty",worst,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Alyssa Nieves,"Typical Freida book. Dumb fmc with half a brain cell finds herself in a situation that could have easily been prevented had she used a tiny bit of common sense. This was honestly annoying and the only positive was that it was a quick read. I really did love some of Freida’s books, but her recent releases have gotten so predictable and underwhelming. I think girlie needs a break.",0.142,0.058,"easily, prevented, honestly, positive, love","Dumb, annoying",https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Laura Lovesreading,"I NEED A TUNA SANDWICH TO CHEER ME UP!!!!!!!! The Crash is following 8 months pregnant Tegan who is struggling and going through her pregnancy alone. After speaking to her brother who tells her that she should come and stay with him, she hits the road in the middle of a blizzard and ends up with a totaled car and a broken ankle. She is luckily rescued by a couple who offer her shelter until the snow clears. But all is not well, because the couple are acting weird and with a broken ankle Tegan has no choice but to try and use her smarts to find a way to escape to protect herself and her unborn.",0.128,0.152,"CHEER, luckily, rescued, smarts, escape, protect","Crash, struggling, broken, weird, broken, no",https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,♥︎ Heather ⚔(Semi-Hiatus),"LOL This was so unrealistic (no surprise there) and I didn't like anyone except for Hank, but it wasn't terrible? Idk. I predicted every 'twist', so there's that. Freida is really taking 'the dumbest fmc ever possible challenge' and running with it... but it was a kind of welcome change of pace with the heavy books I've been reading recently.",0.199,0.093,"LOL, surprise, like, kind, welcome",dumbest,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,bruna,"i liked the first couple chapters, they were so good that i actually convinced myself that i was going to give this book four stars — but then... the story took a turn that i did not like. i kept pushing through though because, despite everything, the plot still kept me hooked and i was somewhat positive that the twist would blow my mind. spoiler alert: it didn’t. it was absolutely ridiculous, bland and completely unsatisfying. this is what i get for trusting this author, i guess. i won’t do that again.",0.176,0.066,"liked, good, convinced, positive, trusting",,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Abbie Konnick,"GRATEFUL FOR THIS BOOK because it yanked me out of my reading slump!!! It kept my attention, and I actually liked all the pieces of the story! Not my favorite Freida, but I good junky thriller if you need to kickstart your reading 🩵",0.224,0.036,"GRATEFUL, liked, favorite, good, thriller",,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Tanu,⌈pre-read⌋ I will read about anything Freida writes at this point!!!🥰,0.0,0.0,,,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,ashlyn,"Freida McFadden is out here writing books faster than I can decide what to read next and somehow, she still delivers every time. The Crash is another solid thriller that had me hooked from the start. A pregnant woman, a snowstorm, a creepy couple offering “help”… yeah, I knew I was in for a ride. I read this in four hours, in one sitting, completely ignoring the rest of the world. Responsibilities? Who? Couldn’t be me. The suspense had me on edge, and while some twists were predictable, the execution was top-tier. Another addicting read from queen Freida. At this rate she’s probably finished writing three more books while I’m typing this review.",0.047,0.054,"solid, thriller","Crash, ignoring",https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,cal ☆,the lamest thriller that i have ever read in my fucking life,0.109,0.194,thriller,lamest,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Zoe,If Temu wrote Misery.,0.0,0.552,,,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Rowan,"**SPOILERS** i didn’t know how I was going to feel about this book, especially since it was my first freida mcFadden book. I’ve seen so many of her fans rave about her earlier works, but I’d also heard people say this one was a burnout—just a recycled version of what she’s done before. The fact that I also felt like this book was a burnout, even as someone new to her writing, says a lot about how disappointing it turned out to be.",0.04,0.053,like,disappointing,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Francesca (pavisfrancesca),I had a fantastic time reading this and it surpassed my expectations based on the quality of Freida’s recent books. It was refreshing as it didn’t feel like typical Freida book (in a good way). It was definitely giving big housemaid vibes but not a cut and paste. I found myself so captivated around until around the 60% mark then honestly it was quite repetitive until the ending after that.,0.256,0.037,"fantastic, like, good, definitely, giving, captivated, honestly","cut, repetitive",https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Alright Hey (Matt),can’t believe this doesn’t have more one star reviews LMAOOOOO Freida’s worst book… and that says a lot because that weird pedo book called the teacher exists. Elevator pitch: preggo woman is held hostage by a crazy lady who wants her unborn baby. Plot twists were barely surprising and why did we basically know everything the whole time? Yawn.,0.029,0.13,surprising,"worst, weird, crazy",https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,desiree&#x1fae7;&#x1fab7;(semi-hiatus).,"First off, let’s talk about the characters. Tegan is a decently refreshing change from the typical female lead. She’s not the usual “dumb” character we often see—she actually has a bit of fight in her. Yes, she makes some questionable decisions, but nothing that feels out of character or impossible to understand. While there were moments she frustrated me, I still found myself rooting for her most of the time. That said, I do think her injury played a big role in keeping her grounded—without it, she might have been just as insufferable as some of the other characters.",0.047,0.112,played,"fight, questionable, frustrated, injury",https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Nina (ninjasbooks),"Plenty going on in this one. Liked the last part the most, as there were some unexpected developments that I found interesting. The twist was not to my liking unfortunately.",0.156,0.132,"Liked, liking",,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Nilufer Ozmekik,"Oh boy! I could sing “Anxiety” at the top of my lungs after reading this book! It put me completely on edge—my nerves were tighter than guitar strings! This felt like a modern version of Misery—and it’s brilliantly executed! We follow Tegan, a 23-year-old runaway mother, who, after discovering a traumatic secret about her one-night stand, ends up trapped in a basement during a snow blizzard after a car crash leaves her with a broken leg. The couple she’s forced to stay with gives off the most horrifying vibes: bearded lumberjack Hank, who eerily resembles Dexter’s look at the season finale before the character’s resurrection, and Polly, a nurse suffering from fertility issues and suspended from her job after a breakdown—giving major young Kathy Bates energy!",0.073,0.203,"top, like, brilliantly","nerves, traumatic, trapped, crash, broken, forced, horrifying, suffering, suspended",https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,dess,glad that’s over.,0.6,0.0,glad,,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Casey Reads &#x1f338;,Yeah… um no. A pregnant woman gets rescued from a crash by suspicious people. Pretty much reading the synopsis of this book tells you the whole thing. It was extremely predictable.,0.16,0.198,"rescued, Pretty","crash, suspicious",https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,manas,"releasing this mess on our birthday has to be considered a hate crime. thanks for the laughs,  heather!",0.217,0.356,thanks,"mess, hate",https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,nina ʚïɞ,"2.5 stars  so, as expected this was a fast paced, easy read that pretty much kept me turning pages the whole way through - i think freida excels in this part of her writing.",0.255,0.0,"easy, pretty, excels",,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Holly B,"This was just WILD, and not in a good way! I only finished because I had the audio with the book. I'm an outlier for sure. ",0.088,0.104,good,,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,gavie,"I really wanted to like this book, especially with its interesting premise, but it ended up being more frustrating than anything. The main character wouldn’t stop complaining about her ankle hurting. I get it—she’s injured—but it felt like a broken record after a while and dragged the story down. The plot twist? Totally lackluster. It didn’t surprise me in the slightest, and I honestly saw it coming a mile away. I spent most of the book bored out of my mind, just waiting for something—anything—to happen. The last 20% was the only part that had any sort of action, but by then I was already checked out.",0.116,0.171,"like, interesting, like, surprise, honestly","frustrating, stop, complaining, broken, dragged, bored",https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Sam,was the thriller in the room with us?,0.167,0.0,thriller,,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
The Crash,Freida McFadden,3.73,Meagan (Meagansbookclub),Ridiculous that this was published. HOWWWWW. Also- the amount of times the word “tuna” was said was absolutely criminal.,0.0,0.267,,Ridiculous,https://www.goodreads.com/book/show/216223604-the-crash,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604.jpg
